date,season_year,team,opponent,goals_scored,goals_conceded,shots,shots_on_target,corners,fouls,yellow_cards,red_cards,points,home_away,goal_difference,shot_conversion_rate,efficiency_score
2016-02-14,2016,Liverpool,Aston Villa,6,0,11,9,6,9,1,0,3,Away,6,0.6666666666666666,3.8181818181818183
2016-02-14,2016,Tottenham,Man City,2,1,6,3,1,17,3,0,3,Away,1,0.6666666666666666,2.3333333333333335
2016-02-27,2016,Norwich,Leicester,0,1,9,1,4,11,2,0,0,Away,-1,0.0,0.2222222222222222
2016-02-27,2016,Chelsea,Southampton,2,1,16,4,8,11,1,0,3,Away,1,0.5,1.0
2016-02-27,2016,Aston Villa,Stoke,1,2,5,1,0,15,3,0,0,Away,-1,1.0,1.2
2016-02-27,2016,Bournemouth,Watford,0,0,11,3,5,17,1,0,1,Away,0,0.0,0.5454545454545454
2016-02-27,2016,Crystal Palace,West Brom,2,3,15,2,6,16,2,0,0,Away,-1,1.0,0.8
2016-02-27,2016,Sunderland,West Ham,0,1,13,4,6,9,0,0,0,Away,-1,0.0,0.6153846153846154
2016-02-28,2016,Swansea,Tottenham,1,2,10,4,7,14,3,0,0,Away,-1,0.25,1.2
2016-02-28,2016,Arsenal,Man United,2,3,13,5,3,15,3,0,0,Away,-1,0.4,1.3846153846153846
2016-03-01,2016,Everton,Aston Villa,3,1,10,7,8,7,1,0,3,Away,2,0.42857142857142855,2.6
2016-03-01,2016,Southampton,Bournemouth,0,2,6,1,2,18,0,0,0,Away,-2,0.0,0.3333333333333333
2016-03-01,2016,West Brom,Leicester,2,2,11,3,3,8,2,0,1,Away,0,0.6666666666666666,1.2727272727272727
2016-03-01,2016,Chelsea,Norwich,2,1,10,2,4,5,2,0,3,Away,1,1.0,1.2
2016-03-01,2016,Crystal Palace,Sunderland,2,2,13,5,5,14,1,0,1,Away,0,0.4,1.3846153846153846
2016-03-02,2016,Swansea,Arsenal,2,1,11,2,3,11,2,0,3,Away,1,1.0,1.0909090909090908
2016-03-02,2016,Man City,Liverpool,0,3,4,2,2,14,1,0,0,Away,-3,0.0,1.0
2016-03-02,2016,Watford,Man United,0,1,13,3,7,17,2,0,0,Away,-1,0.0,0.46153846153846156
2016-03-02,2016,Newcastle,Stoke,0,1,5,3,2,6,0,0,0,Away,-1,0.0,1.2
2016-03-02,2016,Tottenham,West Ham,0,1,9,2,3,11,3,0,0,Away,-1,0.0,0.4444444444444444
2016-03-05,2016,Stoke,Chelsea,1,1,16,5,4,10,2,0,1,Away,0,0.2,0.875
2016-03-05,2016,West Ham,Everton,3,2,17,5,6,13,3,0,3,Away,1,0.6,1.2941176470588236
2016-03-05,2016,Aston Villa,Man City,0,4,2,1,1,10,1,0,0,Away,-4,0.0,1.0
2016-03-05,2016,Bournemouth,Newcastle,3,1,16,5,4,8,3,0,3,Away,2,0.6,1.375
2016-03-05,2016,Sunderland,Southampton,1,1,11,3,2,9,1,0,1,Away,0,0.3333333333333333,0.9090909090909091
2016-03-05,2016,Norwich,Swansea,0,1,8,3,0,15,5,0,0,Away,-1,0.0,0.75
2016-03-05,2016,Arsenal,Tottenham,2,2,10,4,2,10,2,1,1,Away,0,0.5,1.6
2016-03-05,2016,Leicester,Watford,1,0,14,7,8,11,2,0,3,Away,1,0.14285714285714285,1.2857142857142858
2016-03-06,2016,Liverpool,Crystal Palace,2,1,19,5,6,16,2,1,3,Away,1,0.4,0.9473684210526315
2016-03-06,2016,Man United,West Brom,0,1,7,1,5,7,0,1,0,Away,-1,0.0,0.2857142857142857
2016-03-12,2016,Swansea,Bournemouth,2,3,12,4,3,11,0,0,0,Away,-1,0.5,1.3333333333333333
2016-03-12,2016,Man City,Norwich,0,0,15,3,8,10,1,0,1,Away,0,0.0,0.4
2016-03-12,2016,Southampton,Stoke,2,1,11,4,4,12,2,1,3,Away,1,0.5,1.4545454545454546
2016-03-13,2016,Tottenham,Aston Villa,2,0,19,8,8,6,0,0,3,Away,2,0.25,1.263157894736842
2016-03-14,2016,Newcastle,Leicester,0,1,13,2,4,9,0,0,0,Away,-1,0.0,0.3076923076923077
2016-03-19,2016,West Ham,Chelsea,2,2,13,6,9,14,5,0,1,Away,0,0.3333333333333333,1.5384615384615385
2016-03-19,2016,Leicester,Crystal Palace,1,0,8,3,7,13,1,0,3,Away,1,0.3333333333333333,1.25
2016-03-19,2016,Arsenal,Everton,2,0,11,3,5,10,0,0,3,Away,2,0.6666666666666666,1.2727272727272727
2016-03-19,2016,Aston Villa,Swansea,0,1,12,2,6,10,2,0,0,Away,-1,0.0,0.3333333333333333
2016-03-19,2016,Stoke,Watford,2,1,9,6,2,14,1,0,3,Away,1,0.3333333333333333,2.2222222222222223
2016-03-19,2016,Norwich,West Brom,1,0,7,1,3,13,2,0,3,Away,1,1.0,0.8571428571428571
2016-03-20,2016,Man United,Man City,1,0,5,3,5,12,1,0,3,Away,1,0.3333333333333333,2.0
2016-03-20,2016,Sunderland,Newcastle,1,1,14,4,5,7,1,0,1,Away,0,0.25,0.8571428571428571
2016-03-20,2016,Liverpool,Southampton,2,3,18,9,5,13,3,0,0,Away,-1,0.2222222222222222,1.4444444444444444
2016-03-20,2016,Bournemouth,Tottenham,0,3,2,0,5,6,1,0,0,Away,-3,0.0,0.0
2016-04-02,2016,Watford,Arsenal,0,4,6,2,3,10,1,0,0,Away,-4,0.0,0.6666666666666666
2016-04-02,2016,Chelsea,Aston Villa,4,0,11,8,2,8,1,0,3,Away,4,0.5,2.909090909090909
2016-04-02,2016,Man City,Bournemouth,4,0,15,7,4,8,1,0,3,Away,4,0.5714285714285714,2.0
2016-04-02,2016,Tottenham,Liverpool,1,1,18,5,9,11,0,0,1,Away,0,0.2,0.7777777777777778
2016-04-02,2016,Newcastle,Norwich,2,3,13,5,5,11,0,0,0,Away,-1,0.4,1.3846153846153846
2016-04-02,2016,Swansea,Stoke,2,2,12,3,5,16,1,0,1,Away,0,0.6666666666666666,1.1666666666666667
2016-04-02,2016,West Brom,Sunderland,0,0,3,0,3,13,1,0,1,Away,0,0.0,0.0
2016-04-02,2016,Crystal Palace,West Ham,2,2,12,5,5,19,2,0,1,Away,0,0.4,1.5
2016-04-03,2016,Southampton,Leicester,0,1,10,2,8,13,2,0,0,Away,-1,0.0,0.4
2016-04-03,2016,Everton,Man United,0,1,7,1,5,6,0,0,0,Away,-1,0.0,0.2857142857142857
2016-04-09,2016,Bournemouth,Aston Villa,2,1,12,3,8,11,2,0,3,Away,1,0.6666666666666666,1.1666666666666667
2016-04-09,2016,Norwich,Crystal Palace,0,1,13,4,4,10,1,0,0,Away,-1,0.0,0.6153846153846154
2016-04-09,2016,West Brom,Man City,1,2,13,2,8,7,1,0,0,Away,-1,0.5,0.6153846153846154
2016-04-09,2016,Newcastle,Southampton,1,3,5,3,2,7,0,0,0,Away,-2,0.3333333333333333,2.0
2016-04-09,2016,Chelsea,Swansea,0,1,8,2,9,13,4,0,0,Away,-1,0.0,0.5
2016-04-09,2016,Everton,Watford,1,1,12,7,6,10,1,0,1,Away,0,0.14285714285714285,1.5
2016-04-09,2016,Arsenal,West Ham,3,3,11,6,4,8,0,0,1,Away,0,0.5,2.1818181818181817
2016-04-10,2016,Stoke,Liverpool,1,4,10,3,3,14,2,0,0,Away,-3,0.3333333333333333,1.0
2016-04-10,2016,Leicester,Sunderland,2,0,17,7,7,9,1,0,3,Away,2,0.2857142857142857,1.2941176470588236
2016-04-10,2016,Man United,Tottenham,0,3,5,1,7,10,3,0,0,Away,-3,0.0,0.4
2016-04-13,2016,Everton,Crystal Palace,0,0,9,5,7,9,1,1,1,Away,0,0.0,1.1111111111111112
2016-04-16,2016,Man City,Chelsea,3,0,11,8,3,15,3,0,3,Away,3,0.375,2.5454545454545454
2016-04-16,2016,Southampton,Everton,1,1,18,4,10,14,1,0,1,Away,0,0.25,0.6666666666666666
2016-04-16,2016,Aston Villa,Man United,0,1,7,1,3,10,1,0,0,Away,-1,0.0,0.2857142857142857
2016-04-16,2016,Swansea,Newcastle,0,3,11,1,7,9,1,0,0,Away,-3,0.0,0.18181818181818182
2016-04-16,2016,Sunderland,Norwich,3,0,8,3,0,11,2,0,3,Away,3,1.0,2.25
2016-04-16,2016,Watford,West Brom,1,0,11,4,3,17,3,0,3,Away,1,0.25,1.0909090909090908
2016-04-17,2016,Crystal Palace,Arsenal,1,1,7,2,5,13,2,0,1,Away,0,0.5,1.1428571428571428
2016-04-17,2016,Liverpool,Bournemouth,2,1,19,6,4,9,0,0,3,Away,1,0.3333333333333333,1.0526315789473684
2016-04-17,2016,West Ham,Leicester,2,2,19,4,5,14,3,0,1,Away,0,0.5,0.8421052631578947
2016-04-18,2016,Tottenham,Stoke,4,0,23,6,3,12,0,0,3,Away,4,0.6666666666666666,1.2173913043478262
2016-04-19,2016,Man City,Newcastle,1,1,9,5,3,8,2,0,1,Away,0,0.2,1.5555555555555556
2016-04-20,2016,Everton,Liverpool,0,4,3,0,1,11,1,1,0,Away,-4,0.0,0.0
2016-04-20,2016,Crystal Palace,Man United,0,2,5,0,2,7,2,0,0,Away,-2,0.0,0.0
2016-04-20,2016,Watford,West Ham,1,3,7,4,2,17,2,1,0,Away,-2,0.25,1.7142857142857142
2016-04-21,2016,West Brom,Arsenal,0,2,8,1,6,14,1,0,0,Away,-2,0.0,0.25
2016-04-23,2016,Southampton,Aston Villa,4,2,17,7,11,9,0,0,3,Away,2,0.5714285714285714,1.7647058823529411
2016-04-23,2016,Chelsea,Bournemouth,4,1,16,4,7,4,0,0,3,Away,3,1.0,1.5
2016-04-23,2016,Newcastle,Liverpool,2,2,6,3,4,17,1,0,1,Away,0,0.6666666666666666,2.3333333333333335
2016-04-23,2016,Stoke,Man City,0,4,14,2,4,8,0,0,0,Away,-4,0.0,0.2857142857142857
2016-04-24,2016,Swansea,Leicester,0,4,9,1,6,10,2,0,0,Away,-4,0.0,0.2222222222222222
2016-04-24,2016,Arsenal,Sunderland,0,0,20,7,7,8,4,0,1,Away,0,0.0,0.7
2016-04-25,2016,West Brom,Tottenham,1,1,16,3,7,13,1,0,1,Away,0,0.3333333333333333,0.625
2016-04-30,2016,Norwich,Arsenal,0,1,12,3,3,7,0,0,0,Away,-1,0.0,0.5
2016-04-30,2016,Bournemouth,Everton,1,2,16,2,5,8,0,0,0,Away,-1,0.5,0.5
2016-04-30,2016,Crystal Palace,Newcastle,0,1,9,3,8,12,0,0,0,Away,-1,0.0,0.6666666666666666
2016-04-30,2016,Sunderland,Stoke,1,1,14,5,8,13,2,0,1,Away,0,0.2,1.0
2016-04-30,2016,Aston Villa,Watford,2,3,7,2,4,10,3,1,0,Away,-1,1.0,1.7142857142857142
2016-04-30,2016,West Ham,West Brom,3,0,8,4,6,7,0,0,3,Away,3,0.75,2.5
2016-05-01,2016,Leicester,Man United,1,1,14,3,5,10,0,1,1,Away,0,0.3333333333333333,0.7142857142857143
2016-05-01,2016,Man City,Southampton,2,4,6,5,2,9,1,0,0,Away,-2,0.4,3.0
2016-05-01,2016,Liverpool,Swansea,1,3,11,3,7,13,2,1,0,Away,-2,0.3333333333333333,0.9090909090909091
2016-05-02,2016,Tottenham,Chelsea,2,2,16,5,8,20,9,0,1,Away,0,0.4,1.125
2016-05-07,2016,Newcastle,Aston Villa,0,0,9,3,5,13,1,0,1,Away,0,0.0,0.6666666666666666
2016-05-07,2016,West Brom,Bournemouth,1,1,12,4,3,8,1,0,1,Away,0,0.25,1.0
2016-05-07,2016,Stoke,Crystal Palace,1,2,12,3,3,18,3,0,0,Away,-1,0.3333333333333333,0.8333333333333334
2016-05-07,2016,Everton,Leicester,1,3,9,5,4,12,3,0,0,Away,-2,0.2,1.5555555555555556
2016-05-07,2016,Man United,Norwich,1,0,15,2,6,10,0,0,3,Away,1,0.5,0.5333333333333333
2016-05-07,2016,Chelsea,Sunderland,2,3,9,8,3,9,1,1,0,Away,-1,0.25,2.6666666666666665
2016-05-07,2016,Swansea,West Ham,4,1,13,6,3,8,0,0,3,Away,3,0.6666666666666666,2.1538461538461537
2016-05-08,2016,Watford,Liverpool,0,2,14,3,8,15,2,0,0,Away,-2,0.0,0.42857142857142855
2016-05-08,2016,Arsenal,Man City,2,2,5,2,2,10,1,0,1,Away,0,1.0,2.4
2016-05-08,2016,Southampton,Tottenham,2,1,10,2,2,16,3,0,3,Away,1,1.0,1.2
2016-05-10,2016,Man United,West Ham,2,3,3,2,2,18,3,0,0,Away,-1,1.0,4.0
2016-05-11,2016,Chelsea,Liverpool,1,1,13,7,3,12,1,0,1,Away,0,0.14285714285714285,1.3846153846153846
2016-05-11,2016,Watford,Norwich,2,4,12,7,1,12,3,0,0,Away,-2,0.2857142857142857,1.8333333333333333
2016-05-11,2016,Everton,Sunderland,0,3,17,6,5,7,0,0,0,Away,-3,0.0,0.7058823529411765
2016-05-15,2016,Aston Villa,Arsenal,0,4,5,2,4,6,1,0,0,Away,-4,0.0,0.8
2016-05-15,2016,Leicester,Chelsea,1,1,18,5,6,12,0,0,1,Away,0,0.2,0.7777777777777778
2016-05-15,2016,Norwich,Everton,0,3,10,2,11,11,0,0,0,Away,-3,0.0,0.4
2016-05-15,2016,Tottenham,Newcastle,1,5,17,5,8,6,2,0,0,Away,-4,0.2,0.8235294117647058
2016-05-15,2016,Crystal Palace,Southampton,1,4,16,4,5,14,2,0,0,Away,-3,0.25,0.75
2016-05-15,2016,West Ham,Stoke,1,2,20,7,10,12,1,0,0,Away,-1,0.14285714285714285,0.9
2016-05-15,2016,Man City,Swansea,1,1,18,5,4,19,3,0,1,Away,0,0.2,0.7777777777777778
2016-05-15,2016,Sunderland,Watford,2,2,6,4,4,10,0,0,1,Away,0,0.5,2.6666666666666665
2016-05-15,2016,Liverpool,West Brom,1,1,7,3,5,14,1,0,1,Away,0,0.3333333333333333,1.4285714285714286
2016-05-17,2016,Bournemouth,Man United,1,3,7,0,1,8,0,0,0,Away,-2,0.0,0.5714285714285714
2016-08-13,2016,Swansea,Burnley,1,0,17,9,4,14,2,0,3,Away,1,0.1111111111111111,1.2941176470588236
2016-08-13,2016,West Brom,Crystal Palace,1,0,13,3,6,15,2,0,3,Away,1,0.3333333333333333,0.7692307692307693
2016-08-13,2016,Tottenham,Everton,1,1,13,4,6,14,0,0,1,Away,0,0.25,0.9230769230769231
2016-08-13,2016,Leicester,Hull,1,2,18,5,3,17,2,0,0,Away,-1,0.2,0.7777777777777778
2016-08-13,2016,Sunderland,Man City,1,2,7,3,6,14,2,0,0,Away,-1,0.3333333333333333,1.4285714285714286
2016-08-13,2016,Stoke,Middlesbrough,1,1,12,1,6,14,5,0,1,Away,0,1.0,0.5
2016-08-13,2016,Watford,Southampton,1,1,5,1,2,12,2,1,1,Away,0,1.0,1.2
2016-08-14,2016,Liverpool,Arsenal,4,3,16,7,4,17,3,0,3,Away,1,0.5714285714285714,1.875
2016-08-14,2016,Man United,Bournemouth,3,1,11,7,2,10,1,0,3,Away,2,0.42857142857142855,2.3636363636363638
2016-08-15,2016,West Ham,Chelsea,1,2,7,3,1,16,2,0,0,Away,-1,0.3333333333333333,1.4285714285714286
2016-08-19,2016,Southampton,Man United,0,2,13,1,0,8,0,0,0,Away,-2,0.0,0.15384615384615385
2016-08-20,2016,Liverpool,Burnley,0,2,26,5,12,5,1,0,0,Away,-2,0.0,0.38461538461538464
2016-08-20,2016,Arsenal,Leicester,0,0,13,4,7,7,2,0,1,Away,0,0.0,0.6153846153846154
2016-08-20,2016,Man City,Stoke,4,1,12,6,7,13,4,0,3,Away,3,0.6666666666666666,2.3333333333333335
2016-08-20,2016,Hull,Swansea,2,0,12,4,3,10,0,0,3,Away,2,0.5,1.3333333333333333
2016-08-20,2016,Crystal Palace,Tottenham,0,1,10,2,4,9,3,0,0,Away,-1,0.0,0.4
2016-08-20,2016,Chelsea,Watford,2,1,13,4,5,10,3,0,3,Away,1,0.5,1.2307692307692308
2016-08-20,2016,Everton,West Brom,2,1,13,7,4,10,1,0,3,Away,1,0.2857142857142857,1.6923076923076923
2016-08-21,2016,Middlesbrough,Sunderland,2,1,8,3,1,14,1,0,3,Away,1,0.6666666666666666,1.75
2016-08-21,2016,Bournemouth,West Ham,0,1,8,5,6,15,1,1,0,Away,-1,0.0,1.25
2016-08-27,2016,Burnley,Chelsea,0,3,6,0,5,9,2,0,0,Away,-3,0.0,0.0
2016-08-27,2016,Bournemouth,Crystal Palace,1,1,10,3,4,10,1,0,1,Away,0,0.3333333333333333,1.0
2016-08-27,2016,Stoke,Everton,0,1,8,1,2,11,1,0,0,Away,-1,0.0,0.25
2016-08-27,2016,Man United,Hull,1,0,29,9,6,6,3,0,3,Away,1,0.1111111111111111,0.7586206896551724
2016-08-27,2016,Swansea,Leicester,1,2,9,3,6,10,2,0,0,Away,-1,0.3333333333333333,1.1111111111111112
2016-08-27,2016,Sunderland,Southampton,1,1,5,2,5,8,2,0,1,Away,0,0.5,1.6
2016-08-27,2016,Liverpool,Tottenham,1,1,13,3,5,17,5,0,1,Away,0,0.3333333333333333,0.7692307692307693
2016-08-27,2016,Arsenal,Watford,3,1,10,7,2,15,1,0,3,Away,2,0.42857142857142855,2.6
2016-08-28,2016,West Ham,Man City,1,3,9,2,4,10,3,0,0,Away,-2,0.5,0.8888888888888888
2016-08-28,2016,Middlesbrough,West Brom,0,0,7,2,4,11,3,0,1,Away,0,0.0,0.5714285714285714
2016-09-10,2016,Southampton,Arsenal,1,2,11,5,1,8,5,0,0,Away,-1,0.2,1.2727272727272727
2016-09-10,2016,West Brom,Bournemouth,0,1,12,2,5,11,3,0,0,Away,-1,0.0,0.3333333333333333
2016-09-10,2016,Hull,Burnley,1,1,11,3,9,3,0,0,1,Away,0,0.3333333333333333,0.9090909090909091
2016-09-10,2016,Leicester,Liverpool,1,4,12,3,7,8,2,0,0,Away,-3,0.3333333333333333,0.8333333333333334
2016-09-10,2016,Man City,Man United,2,1,18,6,4,10,2,0,3,Away,1,0.3333333333333333,1.1111111111111112
2016-09-10,2016,Crystal Palace,Middlesbrough,2,1,12,4,6,9,2,0,3,Away,1,0.5,1.3333333333333333
2016-09-10,2016,Tottenham,Stoke,4,0,20,8,8,18,2,0,3,Away,4,0.5,1.6
2016-09-10,2016,Watford,West Ham,4,2,13,8,4,15,2,0,3,Away,2,0.5,2.4615384615384617
2016-09-11,2016,Chelsea,Swansea,2,2,28,7,11,8,4,0,1,Away,0,0.2857142857142857,0.7857142857142857
2016-09-12,2016,Everton,Sunderland,3,0,20,9,4,8,1,0,3,Away,3,0.3333333333333333,1.5
2016-09-16,2016,Liverpool,Chelsea,2,1,13,5,4,13,1,0,3,Away,1,0.4,1.3846153846153846
2016-09-17,2016,Middlesbrough,Everton,1,3,7,0,3,15,1,0,0,Away,-2,0.0,0.5714285714285714
2016-09-17,2016,Arsenal,Hull,4,1,24,9,4,12,2,0,3,Away,3,0.4444444444444444,1.4166666666666667
2016-09-17,2016,Burnley,Leicester,0,3,7,2,1,9,1,0,0,Away,-3,0.0,0.5714285714285714
2016-09-17,2016,Bournemouth,Man City,0,4,6,2,5,11,1,0,0,Away,-4,0.0,0.6666666666666666
2016-09-17,2016,West Ham,West Brom,2,4,23,5,6,6,1,0,0,Away,-2,0.4,0.782608695652174
2016-09-18,2016,Stoke,Crystal Palace,1,4,11,4,5,9,1,0,0,Away,-3,0.25,1.0909090909090908
2016-09-18,2016,Swansea,Southampton,0,1,9,3,1,9,1,0,0,Away,-1,0.0,0.6666666666666666
2016-09-18,2016,Sunderland,Tottenham,0,1,6,2,1,16,5,1,0,Away,-1,0.0,0.6666666666666666
2016-09-18,2016,Man United,Watford,1,3,15,2,7,19,4,0,0,Away,-2,0.5,0.5333333333333333
2016-09-24,2016,Chelsea,Arsenal,0,3,9,2,1,11,2,0,0,Away,-3,0.0,0.4444444444444444
2016-09-24,2016,Everton,Bournemouth,0,1,13,2,3,14,2,0,0,Away,-1,0.0,0.3076923076923077
2016-09-24,2016,Hull,Liverpool,1,5,2,1,2,8,2,1,0,Away,-4,1.0,3.0
2016-09-24,2016,Leicester,Man United,1,4,10,3,6,12,2,0,0,Away,-3,0.3333333333333333,1.0
2016-09-24,2016,Tottenham,Middlesbrough,2,1,19,5,10,9,1,0,3,Away,1,0.4,0.9473684210526315
2016-09-24,2016,West Brom,Stoke,1,1,9,3,6,13,4,0,1,Away,0,0.3333333333333333,1.1111111111111112
2016-09-24,2016,Crystal Palace,Sunderland,3,2,20,4,5,12,2,0,3,Away,1,0.75,1.0
2016-09-24,2016,Man City,Swansea,3,1,18,4,7,9,4,0,3,Away,2,0.75,1.1111111111111112
2016-09-25,2016,Southampton,West Ham,3,0,18,9,2,14,2,0,3,Away,3,0.3333333333333333,1.6666666666666667
2016-09-26,2016,Watford,Burnley,0,2,12,3,6,15,3,0,0,Away,-2,0.0,0.5
2016-09-30,2016,Crystal Palace,Everton,1,1,10,2,9,11,4,0,1,Away,0,0.5,0.8
2016-10-01,2016,Chelsea,Hull,2,0,22,9,7,15,2,0,3,Away,2,0.2222222222222222,1.1818181818181819
2016-10-01,2016,West Brom,Sunderland,1,1,17,7,5,13,3,0,1,Away,0,0.14285714285714285,1.0588235294117647
2016-10-01,2016,Liverpool,Swansea,2,1,18,6,10,9,2,0,3,Away,1,0.3333333333333333,1.1111111111111112
2016-10-01,2016,Bournemouth,Watford,2,2,11,2,5,12,4,0,1,Away,0,1.0,1.0909090909090908
2016-10-01,2016,Middlesbrough,West Ham,1,1,9,3,5,12,3,0,1,Away,0,0.3333333333333333,1.1111111111111112
2016-10-02,2016,Arsenal,Burnley,1,0,18,3,6,3,0,0,3,Away,1,0.3333333333333333,0.5555555555555556
2016-10-02,2016,Southampton,Leicester,0,0,11,5,6,9,0,0,1,Away,0,0.0,0.9090909090909091
2016-10-02,2016,Stoke,Man United,1,1,7,6,2,9,0,0,1,Away,0,0.16666666666666666,2.2857142857142856
2016-10-02,2016,Man City,Tottenham,0,2,12,6,3,10,2,0,0,Away,-2,0.0,1.0
2016-10-15,2016,Swansea,Arsenal,2,3,13,6,6,10,1,0,0,Away,-1,0.3333333333333333,1.5384615384615385
2016-10-15,2016,Hull,Bournemouth,1,6,11,4,4,14,3,0,0,Away,-5,0.25,1.0909090909090908
2016-10-15,2016,Leicester,Chelsea,0,3,5,0,5,12,1,0,0,Away,-3,0.0,0.0
2016-10-15,2016,West Ham,Crystal Palace,1,0,12,4,6,13,3,1,3,Away,1,0.25,1.0
2016-10-15,2016,Everton,Man City,1,1,3,2,1,9,2,0,1,Away,0,0.5,2.6666666666666665
2016-10-15,2016,Sunderland,Stoke,0,2,11,1,4,13,1,0,0,Away,-2,0.0,0.18181818181818182
2016-10-15,2016,Tottenham,West Brom,1,1,20,8,8,10,2,0,1,Away,0,0.125,1.0
2016-10-16,2016,Watford,Middlesbrough,1,0,4,2,6,10,1,0,3,Away,1,0.5,2.0
2016-10-16,2016,Burnley,Southampton,1,3,6,1,4,10,2,0,0,Away,-2,1.0,1.0
2016-10-17,2016,Man United,Liverpool,0,0,7,1,1,20,4,0,1,Away,0,0.0,0.2857142857142857
2016-10-22,2016,Middlesbrough,Arsenal,0,0,11,4,3,13,0,0,1,Away,0,0.0,0.7272727272727273
2016-10-22,2016,Tottenham,Bournemouth,0,0,16,4,4,15,4,0,1,Away,0,0.0,0.5
2016-10-22,2016,Everton,Burnley,1,2,20,8,8,15,3,0,0,Away,-1,0.125,1.0
2016-10-22,2016,Stoke,Hull,2,0,12,6,7,8,3,0,3,Away,2,0.3333333333333333,1.6666666666666667
2016-10-22,2016,Crystal Palace,Leicester,1,3,23,7,8,8,0,0,0,Away,-2,0.14285714285714285,0.782608695652174
2016-10-22,2016,West Brom,Liverpool,1,2,6,1,2,13,3,0,0,Away,-1,1.0,1.0
2016-10-22,2016,Watford,Swansea,0,0,10,2,2,16,1,0,1,Away,0,0.0,0.4
2016-10-22,2016,Sunderland,West Ham,0,1,10,2,2,13,5,0,0,Away,-1,0.0,0.4
2016-10-23,2016,Man United,Chelsea,0,4,16,5,7,17,2,0,0,Away,-4,0.0,0.625
2016-10-23,2016,Southampton,Man City,1,1,6,2,3,10,3,0,1,Away,0,0.5,1.3333333333333333
2016-10-29,2016,Liverpool,Crystal Palace,4,2,17,10,3,5,2,0,3,Away,2,0.4,2.1176470588235294
2016-10-29,2016,Burnley,Man United,0,0,7,1,1,9,3,0,1,Away,0,0.0,0.2857142857142857
2016-10-29,2016,Bournemouth,Middlesbrough,0,2,15,3,7,5,1,0,0,Away,-2,0.0,0.4
2016-10-29,2016,Arsenal,Sunderland,4,1,21,7,8,13,3,0,3,Away,3,0.5714285714285714,1.4285714285714286
2016-10-29,2016,Leicester,Tottenham,1,1,6,1,1,20,4,0,1,Away,0,1.0,1.0
2016-10-29,2016,Hull,Watford,0,1,8,2,2,8,2,0,0,Away,-1,0.0,0.5
2016-10-29,2016,Man City,West Brom,4,0,21,8,7,10,3,0,3,Away,4,0.5,1.5238095238095237
2016-10-30,2016,West Ham,Everton,0,2,13,3,8,12,3,0,0,Away,-2,0.0,0.46153846153846156
2016-10-30,2016,Chelsea,Southampton,2,0,13,7,3,16,0,0,3,Away,2,0.2857142857142857,1.6923076923076923
2016-10-31,2016,Swansea,Stoke,1,3,14,6,4,14,0,0,0,Away,-2,0.16666666666666666,1.1428571428571428
2016-11-05,2016,Sunderland,Bournemouth,2,1,9,4,2,17,2,1,3,Away,1,0.5,1.7777777777777777
2016-11-05,2016,Crystal Palace,Burnley,2,3,16,5,7,12,2,0,0,Away,-1,0.4,1.125
2016-11-05,2016,Everton,Chelsea,0,5,1,0,2,16,3,0,0,Away,-5,0.0,0.0
2016-11-05,2016,Middlesbrough,Man City,1,1,5,3,2,15,3,0,1,Away,0,0.3333333333333333,2.0
2016-11-05,2016,Stoke,West Ham,1,1,12,4,4,10,1,0,1,Away,0,0.25,1.0
2016-11-06,2016,Tottenham,Arsenal,1,1,10,3,2,17,2,0,1,Away,0,0.3333333333333333,1.0
2016-11-06,2016,Southampton,Hull,1,2,19,7,10,15,5,0,0,Away,-1,0.14285714285714285,0.9473684210526315
2016-11-06,2016,West Brom,Leicester,2,1,11,5,6,8,2,0,3,Away,1,0.4,1.6363636363636365
2016-11-06,2016,Watford,Liverpool,1,6,11,8,3,10,2,0,0,Away,-5,0.125,1.8181818181818181
2016-11-06,2016,Man United,Swansea,3,1,9,3,0,16,2,0,3,Away,2,1.0,2.0
2016-11-19,2016,Man City,Crystal Palace,2,1,10,4,7,15,2,0,3,Away,1,0.5,1.6
2016-11-19,2016,Swansea,Everton,1,1,5,3,3,12,2,0,1,Away,0,0.3333333333333333,2.0
2016-11-19,2016,Arsenal,Man United,1,1,5,1,4,11,3,0,1,Away,0,1.0,1.2
2016-11-19,2016,Liverpool,Southampton,0,0,15,2,8,11,1,0,1,Away,0,0.0,0.26666666666666666
2016-11-19,2016,Bournemouth,Stoke,1,0,9,2,4,10,2,0,3,Away,1,0.5,0.8888888888888888
2016-11-19,2016,Hull,Sunderland,0,3,17,7,8,8,0,0,0,Away,-3,0.0,0.8235294117647058
2016-11-19,2016,West Ham,Tottenham,2,3,11,3,5,16,2,1,0,Away,-1,0.6666666666666666,1.2727272727272727
2016-11-19,2016,Leicester,Watford,1,2,10,2,6,18,3,0,0,Away,-1,0.5,0.8
2016-11-20,2016,Chelsea,Middlesbrough,1,0,13,3,3,10,3,0,3,Away,1,0.3333333333333333,0.7692307692307693
2016-11-21,2016,Burnley,West Brom,0,4,5,2,3,12,0,0,0,Away,-4,0.0,0.8
2016-11-26,2016,Man City,Burnley,2,1,21,5,8,15,3,0,3,Away,1,0.4,0.8571428571428571
2016-11-26,2016,Tottenham,Chelsea,1,2,12,6,8,16,1,0,0,Away,-1,0.16666666666666666,1.3333333333333333
